id,bank,category,merchant_name,address,city,department,lat,lng,geocode_source,source_url
loc-bnf-b503118f81afab11,BNF,Combustible,COPETROL,Eusebio Lillo y Capitán Emeterio Miranda.,Asunción,Capital,-25.2929781,-57.5615254,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-c4ad7a33085b0a01,BNF,Combustible,COPETROL,Avda. Eusebio Ayala esq. Bartolomé.,Asunción,Capital,-25.3069377,-57.6021812,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-0a75a89c1dc2abaf,BNF,Combustible,COPETROL,Avda. España esq. San José.,Asunción,Capital,-25.2855564,-57.6193897,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-32f4f8b830da2b06,BNF,Combustible,COPETROL,Facundo Machain y RI 18 Pitiantuta.,Asunción,Capital,-25.3118748,-57.5686447,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-0016ea88540a558f,BNF,Combustible,PETROCHACO,Avda. Médicos del Chaco esq. Ecuador.,Asunción,Capital,-25.3256179,-57.6019292,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-1b6ac68a85681e75,BNF,Combustible,PUMA ENERGY,Avda. Felix Bogado y Cassanello.,Asunción,Capital,-25.3084626,-57.6316035,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-135f22e026cd4fff,BNF,Combustible,COPETROL,Soldado Ovelar y Calle Asunción.,Fernando de la Mora,Central,-25.3320354,-57.565415,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-246bf21d7c2e8a35,BNF,Combustible,COPETROL,Calle Guyra Campana esq. Arasa.,Fernando de la Mora,Central,-25.3080571,-57.5408295,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-2f713dee2fa4e356,BNF,Combustible,COPETROL,Augusto Roa Bastos y Antillas.,Lambaré,Central,-25.3256612,-57.6107547,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-9e2c01121d45a35f,BNF,Combustible,PUMA ENERGY,Avda. Cacique Lambaré esq. Panchito López.,Lambaré,Central,-25.3436854,-57.6178257,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-30fc8f5a1c8d16e5,BNF,Combustible,COPETROL,Avda. San Jose y Av. San Francisco Solano.,Limpio,Central,-25.1857901,-57.4649374,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-0e3f1020f2022ce1,BNF,Combustible,PETROCHACO,Prof. Rita Etelvina Gómez.,Limpio,Central,-25.1850834,-57.4739225,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-d6901c8cbe88a35c,BNF,Combustible,PETROCHACO,Avda. San José esq. Tsunesaburo.,Limpio,Central,-25.192387,-57.463766,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-098b6251192637cd,BNF,Combustible,COPETROL,Ruta Luque - San Bernardino.,Luque,Central,-25.2394659,-57.4300279,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-321b5b9b7f9b6e5d,BNF,Combustible,COPETROL,Avda. Silvio Pettirossi y Cochabamba.,Luque,Central,-25.2454936,-57.5113013,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-c4e565952222f609,BNF,Combustible,PETROCHACO,Ruta Luque – San Bernardino.,Luque,Central,-25.2582826,-57.4756555,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-2f67a8549abfca52,BNF,Combustible,PETROCHACO,Ruta Luque – San Bernardino y San Juan.,Luque,Central,-25.2582826,-57.4756555,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-cf5e854c4056d051,BNF,Combustible,COPETROL,Avda. San Antonio e/ Avda. Central.,San Antonio,Central,-25.4042685,-57.572558,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-a703f8e11ce45ea3,BNF,Combustible,PUMA ENERGY,Avda. San Antonio.,San Antonio,Central,-25.4312741,-57.5537523,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-bnf-1e7abc801093861f,BNF,Combustible,COMPASA,Manuel Ortiz Guerrero y 31 Diciembre.,San Lorenzo,Central,-25.3796253,-57.5194198,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Estaciones_de_Servicio_2026_SEP_2026_0c00026515.pdf
loc-f6175593ab,BNF,Farmacias,FARMACIAS CATEDRAL,San Pedro c/ Ruta Capiatá.,Capiatá,Central,-25.4092449,-57.4821981,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_SEP_2026_3ca4b62e69.pdf
loc-a18304d354,BNF,Farmacias,FARMACIAS CATEDRAL,"Calle 0067, Compañía 11, Luque N° 9488.",Luque,Central,-25.239425,-57.4743668,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Farmacias_2026_SEP_2026_3ca4b62e69.pdf
loc-137862a0b6,BNF,Mayoristas,BOX Mayorista,Avda. Defensores del Chaco N° 1512 c/ Dr. Montanaro.,Asunción,Capital,-25.3249021,-57.5720697,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-f6171a3741,BNF,Mayoristas,Casa Grütter,"Av. Defensores del Chaco, Mercado Central de Abasto, Bloque D, Locales 7, 8 y 9.",Asunción,Capital,-25.3339988,-57.5775225,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-1ff6c937a7,BNF,Mayoristas,Casa Grütter,"Avda. Defensores del Chaco c/ Pycasu, Galería Santa Teresa al lado del Mercado Central de Abasto.",Asunción,Capital,-25.3339988,-57.5775225,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-0c7916e643,BNF,Mayoristas,Supermás,"Avda. Defensores del Chaco - Galería Santa Teresa Bloque C, Mercado Central de Abasto.",Asunción,Capital,-25.3253995,-57.5713844,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-91e0ad0a9e,BNF,Mayoristas,BOX Mayorista,"Ruta PY02, Avda. José Félix Estigarribia c/ Madrigal.",Capiatá,Central,-25.3846168,-57.4704475,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-dcc7f47aa0,BNF,Mayoristas,BOX Mayorista,Ruta PY01 Km. 19.,Capiatá,Central,-25.3846168,-57.4704475,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-954db3d2fa,BNF,Mayoristas,Casa Grütter,Avda. Defensores del Chaco y Nueva Asunción.,Fernando de la Mora,Central,-25.3339988,-57.5775225,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-7398d11133,BNF,Mayoristas,Aho Aho Comercial,Javier Bogarín N° 264 c/ Sportivo Luqueño.,Luque,Central,-25.271454,-57.49035,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-9871905a5c,BNF,Mayoristas,BOX Mayorista,Avda. Coronel Martínez y Profesora Inés Figueredo.,Luque,Central,-25.2759704,-57.4854766,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-55949de43c,BNF,Mayoristas,BOX Mayorista,Ruta Transchaco Km. 14 y Avda. Eusebio Ayala.,Mariano Roque Alonso,Central,-25.2312731,-57.5391078,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-99313f94a1,BNF,Mayoristas,BOX Mayorista,Avda. Manuel Ortiz Guerrero c/ Sacramento.,San Lorenzo,Central,-25.3674232,-57.5165948,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-90f28d597c,BNF,Mayoristas,Supermás,Acceso Sur c/ José Asunción Flores.,Ñemby,Central,-25.3699652,-57.5595681,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Mayoristas_2026_SEP_2026_5bc6ee5563.pdf
loc-d3dcfde46e,BNF,Supermercados,Casa Paraná,Avda. Las Residentas N° 413 c/ Fausto Aranda.,Areguá,Central,-25.2966534,-57.4218857,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-68dd380226,BNF,Supermercados,Superseis,Ruta Areguá Patiño e/ EEUU y Carlos A. López.,Areguá,Central,-25.3110394,-57.3796628,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-f6f09af6c0,BNF,Supermercados,Cadena Real,J. Eulogio Estigarribia esq. Cruz del Defensor.,Asunción,Capital,-25.2971693,-57.5788706,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-f268749437,BNF,Supermercados,Cadena Real,Próceres de Mayo e/ Sebastián Elcano y Centenario.,Asunción,Capital,-25.3087363,-57.6175591,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-acb35e59cb,BNF,Supermercados,Cadena Real,Avda. Félix Bogado esq. 18 de Julio.,Asunción,Capital,-25.3239925,-57.6273226,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-3ee05c96c4,BNF,Supermercados,Casa Paraná,Antequera 661 e/ Azara y Herrera.,Asunción,Capital,-25.2876824,-57.6305528,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-3feb8a5486,BNF,Supermercados,Copemarket,Avda. Eusebio Ayala esq. Bartolomé.,Asunción,Capital,-25.3071693,-57.602236,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-40b231c41e,BNF,Supermercados,Copemarket,Avda. Mcal. Lopez e/ Caballero y México.,Asunción,Capital,-25.2952003,-57.5767152,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-9a78e3c05b,BNF,Supermercados,Copemarket,Facundo Machain y RI 18 Pitiantuta.,Asunción,Capital,-25.3114979,-57.569528,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-343ac87241,BNF,Supermercados,Copemarket,Avda. Madame L. esq. Tte. Victor Valdez.,Asunción,Capital,-25.2890434,-57.5486502,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-cf4039575e,BNF,Supermercados,Copemarket,Mcal. López y San Martín.,Asunción,Capital,-25.2952003,-57.5767152,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-3884b7353e,BNF,Supermercados,Copemarket,Avda. 25 de Mayo c/ Choferes del Chaco.,Asunción,Capital,-25.3071693,-57.602236,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-62fc006677,BNF,Supermercados,Copemarket,Ecommerce: www.copefull.com.py,Asunción,Capital,-25.3071693,-57.602236,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-bfbbdae736,BNF,Supermercados,Delimarket,Shopping del Sol: Papa Juan XXIII esq. Profesora Delia Conzález.,Asunción,Capital,-25.28217,-57.56764,official_map_link,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-7d3964d10f,BNF,Supermercados,Hipermercados Luisito,Eusebio Ayala 4090 c/ Boquerón.,Asunción,Capital,-25.3154018,-57.5784606,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-7e62631dc9,BNF,Supermercados,Hipermercados Luisito,Félix Bogado c/ Campo Vía.,Asunción,Capital,-25.3146693,-57.629916,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-b69261f7c8,BNF,Supermercados,Mercado Villa Sofía,"Barrio Sajonia, Avda. Carlos Antonio López esq. Díaz de Solís.",Asunción,Capital,-25.2894837,-57.6566815,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-06cc9d2280,BNF,Supermercados,Mercado Villa Sofía,"Barrio Obrero, Av. Ita Ybate (21 Proyectadas) e/ Tacuari y Parapiti.",Asunción,Capital,-25.3083114,-57.6427172,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-c0d0efc47a,BNF,Supermercados,PLUB,App PLUB disponible en App Store y Google Play: https://plub.com/,Asunción,Capital,-25.2710388,-57.6064706,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-3136d2f100,BNF,Supermercados,Supermercado La Preferida,Garibaldi 156 c/ Presidente Franco.,Asunción,Capital,-25.2767578,-57.641037,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-360198c5e2,BNF,Supermercados,Supermercados Gran Vía,Avda. Mcal. López c/ Madame Lynch – Royal Plaza.,Asunción,Capital,-25.3085134,-57.5525948,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-b3c7a978ab,BNF,Supermercados,Supermercados Gran Vía,Avda. Eusebio Ayala y Choferes del Chaco.,Asunción,Capital,-25.3081601,-57.5967149,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-bba38ccaba,BNF,Supermercados,Superseis,Avda. Denis Roa y Lillo.,Asunción,Capital,-25.2922039,-57.5596934,official_map_link,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-ab6f369982,BNF,Supermercados,Superseis,Avda. Mcal. López esq. Sacramento.,Asunción,Capital,-25.2894812,-57.590135,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-e7ef905e4b,BNF,Supermercados,Superseis,Tte. Casco e/ Boggiani y Avda. Mcal. López.,Asunción,Capital,-25.3027058,-57.5642771,official_map_link,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-a1098041ba,BNF,Supermercados,Superseis,Avda. Santa Teresa y Aviadores del Chaco.,Asunción,Capital,-25.2845504,-57.563528,official_map_link,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-4497357d28,BNF,Supermercados,Superseis,Avda. Eusebio Ayala y Vice Pte. Sanchez.,Asunción,Capital,-25.3013658,-57.6174629,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-1c18181680,BNF,Supermercados,Superseis,Avda. Rep. Argentina e/ Facundo Machaín.,Asunción,Capital,-25.303711,-57.583792,official_map_link,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-b28d333726,BNF,Supermercados,Superseis,Avda. Santísima Trinidad y Julio Correa.,Asunción,Capital,-25.26999,-57.563028,official_map_link,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-ff98041ccb,BNF,Supermercados,Superseis,Avda. España y Pitiantuta.,Asunción,Capital,-25.2873388,-57.6058441,official_map_link,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-83a9494430,BNF,Supermercados,Superseis,Avda. España c/ Brasil.,Asunción,Capital,-25.285572,-57.620873,official_map_link,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-2776535a48,BNF,Supermercados,Superseis,Avda. Felix Bogado y Japón.,Asunción,Capital,-25.3183335,-57.6298757,official_map_link,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-8ae78d6d89,BNF,Supermercados,Superseis,Avda. Carlos A. López c/ Colón.,Asunción,Capital,-25.2880431,-57.6490241,official_map_link,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-a919284897,BNF,Supermercados,Superseis,Mcal. López esq. Juan S Bogarin.,Asunción,Capital,-25.2937064,-57.582845,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-df8d7d797e,BNF,Supermercados,Superseis Express,Avda. Aviadores del Chaco y Eloy Páez.,Asunción,Capital,-25.2777384,-57.5544213,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-6aef0c4443,BNF,Supermercados,Superseis Express,Avda. San Martín y Austria.,Asunción,Capital,-25.287645,-57.5722259,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-2b0a24d4d5,BNF,Supermercados,Superseis Express,Avda. Primer Presidente esq. Gabriel Casaccia.,Asunción,Capital,-25.2641078,-57.5575124,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-b1552f4f08,BNF,Supermercados,Superseis Express,Avda. Molas López esq. Veteranos del 70.,Asunción,Capital,-25.2684194,-57.5734754,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-3de9455b62,BNF,Supermercados,Cadena Real,Ruta Departamental D027 c/ San Roque González.,Capiatá,Central,-25.3502433,-57.4477089,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-b2f8bfe6f6,BNF,Supermercados,Cadena Real,Ruta PY02 c/ Prof. Carlos A. Rachit.,Capiatá,Central,-25.3502433,-57.4477089,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-5a4c86cfcf,BNF,Supermercados,Casa Paraná,Ruta 1 km 20 c/ Ruta Thompson.,Capiatá,Central,-25.3917396,-57.4694255,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-6decf1b909,BNF,Supermercados,Hipermercados Luisito,Avda. Dr. Pedro López esq. Bernardino Caballero.,Capiatá,Central,-25.3840546,-57.4625076,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-e5d3c37809,BNF,Supermercados,Los Jardines Supermercado,Las Palmeras esquina Rocio.,Capiatá,Central,-25.3684347,-57.4245759,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-049363d081,BNF,Supermercados,Cadena Real,Ruta Mcal. Estigarribia esq. Corrales.,Fernando de la Mora,Central,-25.3278468,-57.5474224,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-484ef58909,BNF,Supermercados,Cadena Real,Acceso Sur PY01 c/ Usher Ríos.,Fernando de la Mora,Central,-25.3466961,-57.574971,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-2f87a9e8f8,BNF,Supermercados,Hipermercados Luisito,Dr. Ceferino Ruíz esq. Algodonal.,Fernando de la Mora,Central,-25.3393839,-57.5832067,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-831474a3ee,BNF,Supermercados,Los Jardines Supermercado,Luis Alberto del Paraná y Jacaranda.,Fernando de la Mora,Central,-25.3126704,-57.5421227,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-e49a9c971e,BNF,Supermercados,Los Jardines Supermercado,Juan Leopardi c/Teniente Enciso.,Fernando de la Mora,Central,-25.346854,-57.5495876,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-cd8a9041ff,BNF,Supermercados,Superseis,Calle Coronel Cazal e/ Avda. Mcal. López.,Fernando de la Mora,Central,-25.3156903,-57.5275784,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-a63b80079c,BNF,Supermercados,Superseis,Avda. Mcal. López esq. Acaray.,Fernando de la Mora,Central,-25.3156903,-57.5275784,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-d3da5ade02,BNF,Supermercados,Hipermercados Luisito,"Avda. Marcial Samaniego, a 700 mts. de Ruta PY02.",Itauguá,Central,-25.3983893,-57.357028,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-0aa09d9579,BNF,Supermercados,Casa Paraná,Avda. Cacique Lambaré e/ Iturbe y Vencedores del Chaco.,Lambaré,Central,-25.3405778,-57.6002817,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-71256fced5,BNF,Supermercados,Superseis,Avda. Cacique Lambaré c/ Pedro Juan Caballero.,Lambaré,Central,-25.3409133,-57.5994751,official_map_link,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-ad018dbfa8,BNF,Supermercados,Superseis,Luis Maria Argaña esq. Porvenir.,Lambaré,Central,-25.3345913,-57.6249111,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-b6d4af643d,BNF,Supermercados,Superseis Express,Avda. del Yatch c/ Manuel Gondra.,Lambaré,Central,-25.3589597,-57.6276744,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-a6b35be538,BNF,Supermercados,Los Jardines Supermercado,Calle La Amistad esq. Santa Rosa.,Limpio,Central,-25.1331467,-57.4795711,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-83fe514784,BNF,Supermercados,Casa Paraná,Ruta Luque Limpio – Mora Cue.,Luque,Central,-25.2271288,-57.4767241,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-a37254bfae,BNF,Supermercados,Copemarket,Avda. Silvio Pettirossi y Cochabamba.,Luque,Central,-25.2456027,-57.511229,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-d167678861,BNF,Supermercados,Hipermercados Luisito,Avda. Corrales esq. Tte. Rojas Silva.,Luque,Central,-25.2661457,-57.4844837,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-4efbe762b7,BNF,Supermercados,Los Jardines Supermercado,Av. General Aquino y Julio Rivas.,Luque,Central,-25.2652759,-57.5060238,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-ec07bf6363,BNF,Supermercados,Los Jardines Supermercado,Ruta Luque Limpio C.R. González.,Luque,Central,-25.234487,-57.47545,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-b20bca7cd3,BNF,Supermercados,Los Jardines Supermercado,Jose Ortiz c/ Sargento Espinola.,Luque,Central,-25.2714626,-57.4755826,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-f145fb49f4,BNF,Supermercados,Los Jardines Supermercado,Gral. Elizardo Aquino c/ Adrian Jara,Luque,Central,-25.2809795,-57.5344426,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
loc-edd72826c4,BNF,Supermercados,Mercado Villa Sofía,"Sucursal Luque, América e/ 12 de Octubre y Karandayty.",Luque,Central,-25.2546827,-57.5003681,google_places_text_search,https://www.bnf.gov.py/uploads/Promocion_Reintegro_Supermercados_2026_SEP_2026_d048e2b720.pdf
